home_ownership,income,dti,fico,loan_status
1,70000,13.34,725,1
0,44000,27.03,720,1
1,87000,15.93,700,1
1,60000,1.58,670,1
1,42000,22.91,690,1
0,96000,10.73,740,1
1,65000,29.93,745,1
1,28800,26.92,720,0
0,84000,18.61,700,0
0,30720,19.88,675,1
1,97000,9.48,700,1
1,42000,33.11,725,0
0,75000,22.99,710,1
1,40000,19.98,715,1
1,60000,8.32,720,1
1,75900,8.87,700,1
0,80000,25.7,665,1
0,80000,3.3,740,1
0,22000,13.58,685,1
1,101642,6.89,675,1
0,30000,11.8,695,1
0,54000,4.87,705,1
0,34044,25.6,690,1
0,36000,25.4,670,1
1,67787,17.9,665,0
0,100000,30.35,715,1
0,72000,1.15,675,1
1,235000,25.84,765,1
1,80000,25.64,690,1
0,25584,11.02,680,0
1,73000,20.12,700,1
0,42000,7.23,735,1
0,57000,32.4,695,0
0,68010,23.48,670,1
1,40130,17.97,685,1
1,70000,5.78,660,1
1,50000,13.42,700,1
1,85000,19.43,735,1
0,30625,13.09,665,1
0,55000,25.29,670,1
1,71000,20,675,0
1,61200,19.43,695,1
1,60000,8.56,725,1
1,125000,2.32,700,1
0,68000,36.64,690,0
0,40000,16.98,665,1
1,250000,2.6,695,1
0,70000,24.03,690,1
1,68000,18.18,805,1
1,55000,4.82,775,1
1,100200,19.34,740,1
1,45000,12.32,700,1
0,45760,12.69,665,1
0,123000,14.65,680,1
0,105000,20.57,720,1
1,51000,28.42,660,0
1,33000,8.29,760,1
0,100000,9.04,690,1
1,100000,20.14,685,1
1,53900,16.86,710,1
0,55000,14.27,660,0
1,200000,13.84,705,1
1,80000,16.72,720,0
1,60000,22.95,685,1
1,82000,26.26,700,1
0,56000,24.47,670,1
1,200000,3.81,695,1
0,38000,15.65,730,1
0,56284,14.58,685,1
1,72000,34.97,685,1
1,120000,14.92,705,1
1,94000,23.25,670,1
0,50000,37.64,710,1
0,88900,7.97,710,1
0,18000,31.07,690,0
0,90000,33.52,735,1
1,74000,31.69,700,0
0,60000,26.79,710,1
0,40000,34.71,660,0
1,50000,22.2,660,0
0,47541,15.88,690,1
1,65000,14.69,720,1
1,121000,12.31,795,1
1,185000,9.83,665,1
1,145000,15.99,675,0
1,70000,20.57,680,1
1,120000,26.25,795,1
0,33000,29.05,665,1
0,83000,12.2,710,1
1,63520,16.85,710,1
0,35000,35.6,695,0
1,75000,11.76,675,1
0,38000,23.28,700,1
0,51500,17.48,665,1
1,64000,17.25,710,1
1,54000,12.64,700,0
0,25000,29.49,685,1
1,60000,14.96,675,1
1,70000,15.38,680,1
0,60000,18.92,700,1
1,88000,24.3,660,0
0,20000,22.33,675,1
1,65000,26.58,710,1
0,35162,19.97,730,0
1,130000,17.42,700,1
1,58000,17.28,665,1
1,50000,14.62,735,1
0,46809.8,21.56,685,1
1,62000,12.93,660,0
0,24000,23.45,660,1
0,70000,24.22,760,1
0,20300,17.91,665,1
1,65000,18.41,720,1
1,38592,29.9,670,1
0,71000,31.94,775,1
1,35000,20.02,725,1
1,73000,16.29,670,1
1,150000,21.51,690,0
0,110000,7.45,730,1
0,24000,19.61,665,0
0,141804,29.72,690,1
0,125000,7.86,665,1
0,25000,24.44,700,1
1,65000,16.19,715,1
0,250000,14.07,685,0
1,120000,18.64,690,1
0,66500,13.91,680,0
0,153000,1.3,700,1
1,70000,24.96,700,0
1,67000,19.51,670,0
1,122820,17.62,660,1
1,48000,27.03,665,1
1,90000,10.99,705,1
0,38000,4.67,665,0
0,65000,14.01,695,1
0,80000,27.75,665,0
0,38000,25.29,690,1
1,92000,10.29,665,1
1,300000,3.13,690,1
0,55000,22.21,670,1
1,156400,10.86,705,0
1,48000,2.58,675,1
1,120000,19.64,695,1
1,45000,3.07,675,0
0,75000,20.21,660,1
0,72000,24.1,695,1
1,91000,32.31,690,1
1,44200,4.83,685,1
0,47000,26.38,670,1
0,51000,14.8,670,1
0,38000,33.67,670,0
0,31200,19.42,675,1
1,45000,32.19,685,0
0,40000,32.25,660,1
1,104000,22.41,695,1
0,38000,11.69,680,1
1,53000,17.62,660,1
1,45245,14.27,690,1
1,150000,28.57,695,1
0,40000,14.19,725,1
1,95000,7.68,660,1
1,15000,11.28,715,1
1,50000,16.83,700,0
0,150000,24.63,725,1
0,86000,26.35,710,0
0,45000,30.43,660,0
1,105000,18.45,705,1
1,120000,16.87,720,1
0,52000,17.06,695,1
1,39000,27.23,700,1
0,40000,17.67,675,1
0,42000,11.87,670,1
0,54900,26.8,715,1
1,76000,26.61,740,1
0,52000,32.66,725,0
1,62000,27.05,710,1
1,75000,14.7,750,1
1,63000,10.47,715,1
0,56389.35,17.58,670,0
1,425000,5.14,715,1
1,33936,30.11,725,1
0,40000,20.07,715,0
1,150000,7.1,735,1
1,45000,22.83,695,1
1,60000,23.26,720,1
1,29000,27.56,680,0
0,46000,29.4,660,0
1,100686,22.79,715,1
1,83895,19.6,740,0
1,63000,9.94,725,0
0,29000,20.36,660,0
1,69000,22.73,690,0
1,120000,11.23,690,1
0,69000,14.52,670,0
0,66420,21.77,660,1
0,80000,5.46,685,1
0,50000,15.31,675,1
1,24500,17.53,705,0
1,51000,20.18,715,1
1,49000,18.09,670,1
1,121000,16.12,670,1
1,80000,26,705,1
0,72000,11.08,705,1
0,70787,30.98,680,1
1,42000,30.74,770,1
1,40000,23.55,680,1
1,56000,19.22,725,1
1,92000,13.71,765,1
1,74000,10.1,690,1
1,80000,18.08,720,1
1,112000,10.21,730,1
0,24000,19,710,1
1,42000,36.54,680,1
0,90000,9.23,685,0
1,125000,7.96,680,1
1,22000,8.29,680,0
1,100000,10.72,730,1
0,45000,14.19,660,1
1,44000,11.54,760,1
1,160000,13.45,750,1
1,40000,12.6,715,1
1,180000,10.52,715,1
1,75000,8.77,670,1
0,225000,12.35,670,1
1,65000,13.65,690,1
1,95000,14.12,680,1
1,191200,28.37,690,0
0,90000,9.67,680,0
1,33600,20.39,695,1
1,98000,20.66,690,0
1,50000,14.74,670,1
0,35700,28.74,665,1
1,65000,18.76,695,1
1,180000,16.69,685,1
0,55000,12.87,695,1
1,56000,14.94,695,1
0,99000,15.27,670,1
1,108000,7.06,685,1
1,150000,1.6,725,1
1,117000,14.06,705,1
0,106000,12.2,745,0
1,70000,18.94,670,1
0,69000,18.23,670,0
1,30000,20.84,670,0
0,45000,13.87,685,0
1,29980,26.38,685,1
1,304000,3.13,715,1
1,68000,11.14,730,1
0,34000,9.99,670,1
1,75600,12.63,730,1
1,180000,17.13,715,1
1,50000,31.13,680,1
1,75000,15.78,660,0
0,40000,16.53,725,1
1,58000,12.64,750,1
1,33600,4.14,670,1
1,60000,8.12,660,1
1,138000,20.6,740,1
0,70000,17.92,685,1
0,33000,24.18,740,1
0,59800,20.07,675,1
1,28000,6.13,670,0
0,105000,15.31,660,1
0,61500,6.11,660,1
0,45000,8.77,660,0
0,34000,24.85,705,0
0,48956,37.31,710,1
1,31669,10.95,695,1
1,260000,4.82,720,1
1,50000,6.99,675,1
1,83000,24.99,675,0
1,50000,28.85,740,1
1,85000,29.35,740,1
0,52000,7.71,705,1
0,41000,16.45,670,1
1,69202,5.78,805,1
0,86000,9.95,675,1
1,60000,25.06,720,1
1,65000,19.2,670,1
1,125000,40.71,690,1
0,60000,15.02,660,1
1,118200,8.31,810,1
0,32000,19.35,685,1
1,80000,15.53,730,1
1,40800,14.45,735,1
1,76000,33.14,680,0
1,63000,7.77,705,1
0,83000,18.42,690,1
1,27000,18.22,675,1
1,65000,5.91,660,1
1,65000,4.23,675,1
0,36000,18.93,690,0
0,36000,14.73,705,1
0,57200,38.25,665,0
0,52000,38.86,710,0
1,80000,8.34,695,0
1,165000,21.86,660,1
0,14940,7.71,660,1
0,41500,22.55,675,1
1,117500,9.46,695,1
1,58000,16.76,685,0
1,200000,24.1,665,1
1,45000,21.41,680,0
1,88000,18.1,710,1
0,65000,17.73,675,0
0,50000,25.78,665,1
0,30160,8.4,675,1
0,45000,28.55,805,1
0,85000,4.69,680,1
1,40000,18.57,660,1
1,223000,10.08,745,1
0,32000,23.92,695,1
0,53000,31.52,690,1
1,48000,20.37,685,1
1,70000,12.17,730,1
1,85000,15.8,755,1
1,120000,17.15,705,1
0,41973,27.34,720,1
0,62500,9.31,745,0
1,75000,17.82,665,1
0,111000,7.11,660,1
1,72000,19.63,665,1
1,42000,15.77,660,1
1,43981.32,28.57,725,1
0,68000,2.98,670,1
1,65000,10.28,675,1
0,69000,13.06,720,1
1,52000,9.02,675,1
1,85000,6.89,685,1
1,75000,20.27,795,1
1,35000,1.89,800,1
0,40000,6.09,665,1
1,26000,32.66,675,1
1,317000,18.53,680,1
1,36000,14.23,660,1
0,100000,28.35,705,1
0,48012,22.14,690,0
1,245000,13.57,685,1
1,67000,14.82,670,1
1,77000,17.36,715,1
1,150000,6.34,770,1
1,58000,24.75,720,1
1,229850,10.92,730,1
1,35000,25.89,765,0
1,65000,11.54,720,1
0,87360,20.95,700,1
1,71500,9.38,680,1
0,34000,17.97,685,1
1,102000,9.04,705,1
1,125000,20.86,680,1
1,62500,20.45,680,1
1,31000,9.99,755,1
1,33000,19.53,660,1
0,78000,17.2,770,0
1,70000,14.98,730,1
1,60000,28.06,675,1
0,40000,22.8,695,1
0,61000,23.99,715,1
0,52000,13.59,665,1
1,39000,27.05,695,0
0,47000,17.39,680,0
0,22500,20.16,760,0
1,50000,13.78,675,1
1,35000,23.77,735,1
1,97000,16.05,720,1
1,50800,8.17,670,1
0,94500,9.53,705,1
1,79623,19.25,700,1
1,110000,13.75,690,1
1,62000,15.91,710,1
0,215000,5.83,785,1
1,114000,13.77,695,1
1,48600,18.69,685,1
1,155250,12.22,730,1
1,100000,16.33,735,1
1,68000,34.54,660,0
0,36000,12.53,660,1
0,76500,17.35,695,1
1,25000,6.91,680,1
1,42000,16.69,670,1
0,40000,13.35,705,1
0,39000,19.78,695,1
1,49000,15.72,695,1
0,312000,2.5,700,0
1,195000,12.86,700,1
1,242000,8.85,800,1
0,70000,16.37,670,1
1,150000,18.14,810,1
1,45800,16.93,710,1
1,67000,20.22,660,0
0,39500,22.33,660,1
1,150000,19.89,680,1
1,225000,10.19,660,1
0,53165,19.3,750,1
1,80000,10.16,785,1
0,75000,20.24,685,1
0,42000,13.37,690,1
1,91000,8.23,685,1
0,127000,12.31,700,1
1,65000,30.89,670,1
0,85000,15.01,690,1
1,42000,20.03,690,1
1,28000,24.05,680,1
0,86000,3.67,670,1
1,43000,24.17,715,1
0,25000,12.15,665,1
0,85000,22.59,735,1
0,43246,17.04,680,0
1,105000,21.37,715,1
1,50000,7.9,720,1
1,60000,10.32,705,1
0,120000,13.83,705,1
1,28000,17.32,700,1
1,72000,23.3,690,1
0,120000,9.09,700,1
1,72000,27.82,660,0
1,115000,17.94,670,1
1,103000,11.52,660,1
1,70000,11.74,665,1
1,110000,13.65,680,1
1,142000,10.47,695,1
1,30000,23.59,795,1
0,35000,18.21,740,0
1,60000,9.24,720,1
1,100000,16.54,660,0
0,55000,19.41,670,0
0,29000,29.59,665,1
0,150000,16.84,705,1
1,47000,6.47,715,1
0,112000,11.31,670,1
1,70000,22.99,675,1
1,60000,17.9,715,0
1,45000,24.59,700,1
1,30000,21.92,660,0
0,67000,28.69,700,1
1,142000,22.66,670,1
0,35000,26.3,685,1
1,101840,15.64,720,1
1,85000,14.36,660,0
0,48000,33.83,715,0
1,80000,24.72,735,0
1,47000,20.28,685,1
1,75000,33.1,695,0
0,105000,2.47,780,1
0,34000,1.76,700,1
0,84000,16.39,670,1
0,110000,19.5,705,1
1,50000,29.81,685,0
0,60000,9.72,680,0
1,140000,5.81,680,1
1,220000,9.93,770,1
1,99000,21.88,770,0
1,36000,22.87,670,1
1,119000,13.67,695,1
0,120000,10.65,720,1
1,115000,18.81,685,0
1,35000,27.26,670,1
0,100000,6.06,660,1
1,90000,20.88,700,0
1,40000,17.97,700,0
1,45000,22.77,695,1
1,136000,21.35,665,1
0,85000,9.82,665,1
1,45000,18.32,675,0
1,180000,20.73,710,1
1,48000,32.38,705,1
1,48000,22.55,675,1
0,51000,31.65,695,0
1,88000,25.75,670,1
0,17960,37.43,670,0
1,160000,10.03,705,1
1,51000,17.04,680,1
1,49000,13.94,730,1
1,42000,18.77,695,1
0,130000,10.74,665,1
0,56000,25.05,660,1
1,46000,11.17,695,0
0,40000,17.12,675,1
1,67000,12.45,675,0
0,104000,23.5,690,0
1,64488,8.86,780,1
0,35000,13.27,675,0
1,65000,14.79,660,1
0,62620,28.23,705,0
1,31000,34.96,665,1
1,60000,16.74,675,1
0,40000,13.38,680,1
1,52000,24.62,695,1
1,95000,2.19,710,1
0,120000,12.32,715,1
0,100000,8.42,660,1
0,34000,13.24,680,1
1,55000,13.53,730,1
1,91900,11.95,740,1
1,49000,25.01,705,1
0,70000,10.42,675,1
0,30000,17.91,660,1
0,190000,7.13,695,1
1,73000,17.69,705,1
1,150000,14.69,690,0
1,89000,18.18,660,0
1,201000,25.71,700,0
0,40000,21.9,660,1
0,105000,14.93,665,1
1,40000,15.41,660,1
0,125000,10.72,745,1
0,90000,11.76,670,0
0,62400,13.04,705,0
0,35000,20.3,675,1
0,82000,18.16,665,1
0,91955,7.4,675,1
0,250000,29.85,725,1
1,70000,21.46,675,1
1,120000,8.9,715,1
0,82500,17.73,715,1
0,37000,22.06,690,1
1,30000,14.04,815,1
1,21600,39,680,0
1,49000,16.68,740,1
0,80000,22.41,670,1
0,50000,7.08,715,1
1,65000,17.32,680,1
1,46800,10.18,675,1
1,120000,23.5,695,1
0,42000,18.31,690,1
0,38000,1.89,660,1
1,173000,11.04,735,1
0,115000,4.22,690,1
1,80000,5.16,685,1
1,59000,26.68,695,1
1,44000,9.57,670,1
1,53000,20.24,675,1
1,114000,21.19,740,1
1,80000,9.45,680,1
0,35000,18.96,670,0
1,90000,17.81,675,0
0,54000,1.11,725,1
0,109000,6.03,665,0
0,70000,18.12,665,1
1,50000,8.83,720,1
1,152000,11.75,685,1
0,30000,15.44,675,0
0,55000,8.47,690,1
1,103000,11.79,705,1
0,344000,2.7,725,1
0,91000,22.59,725,1
1,48000,6.5,670,1
1,63000,15.83,695,1
0,35000,15.74,680,0
0,66000,21.6,680,0
1,60000,26.34,690,0
1,27000,21.02,670,1
1,90000,11.86,730,1
1,67000,19.97,685,1
1,115000,10.88,665,1
1,128000,10.06,765,1
1,40000,20.94,700,1
1,300000,9.71,735,1
0,25000,23.48,665,1
1,53000,14.92,665,1
0,28000,12.64,690,1
1,43000,23.16,685,1
0,54800,23.85,670,1
1,85000,13.81,675,1
1,80000,27.95,725,1
0,25000,16.32,720,1
0,300000,18.45,720,0
1,25000,36.34,675,0
1,79000,4.27,775,1
1,110000,34.6,685,1
1,97000,21.82,685,1
1,96000,12.75,700,1
0,100000,19.02,725,1
0,250000,15.65,660,0
0,89000,30.35,665,0
1,83000,19.2,665,1
0,60000,19.03,700,0
1,82000,17.04,815,1
1,65000,23.39,680,1
1,95000,18.33,720,0
1,60923.41,38.96,670,0
1,70000,23.09,720,1
1,65000,26.11,790,1
1,40000,21.99,665,1
0,53000,25.15,710,1
0,40000,9.53,665,1
1,125000,12.4,735,1
0,55000,8.9,660,1
0,50000,31.83,665,1
1,70000,16.75,665,1
1,45000,19.66,695,1
1,40000,7.65,675,1
1,50000,22.03,740,1
1,96000,22.5,720,1
1,125000,20.69,845,1
1,92000,19.76,710,1
1,64000,22.95,680,1
1,90000,26.4,675,1
0,50000,10.47,720,1
0,48000,37.58,755,1
0,49920,23.17,725,1
1,80000,8.73,670,1
1,58000,34.04,735,1
1,42000,21.43,705,0
1,140000,14.67,720,0
1,46000,18.49,665,1
1,35000,9.33,770,1
0,50000,22,660,1
0,26000,27.61,670,1
1,71000,29.7,705,1
1,60000,23.82,710,0
0,71299.8,15.77,685,1
0,65000,20.82,695,1
0,25000,9.02,720,1
0,219000,12.58,690,0
0,72000,6.33,715,1
1,90000,14.88,780,1
1,108000,14.5,700,1
1,29000,29.1,685,1
0,49000,12.39,695,1
0,72503,9.18,790,1
0,100000,0.24,745,1
0,1128255,2.45,720,0
1,108000,22.68,765,1
1,42000,27.14,680,1
1,55000,11.65,685,0
1,40000,14.76,665,1
0,85000,11.61,685,1
1,103000,20.18,660,0
1,120000,18.18,685,1
1,57600,29.2,685,1
0,57000,7.18,665,1
1,58000,7.18,710,1
1,52000,12.81,735,1
1,110000,27.24,710,1
0,48000,18.55,685,1
0,160000,21.6,670,1
1,89856,13.43,660,1
0,480000,2.83,670,1
0,20000,28.81,665,1
1,86686,31.82,705,1
1,117000,10.89,685,1
1,46000,13.12,765,1
1,64000,11.93,670,1
0,36000,16.7,775,1
1,60795.56,10.11,660,1
0,26400,17.34,665,0
1,102000,9.87,700,1
1,164000,9.21,670,1
0,70000,6.53,710,1
0,63000,23.33,720,1
0,21664,27.53,690,1
0,51000,18.05,700,1
0,45000,26.61,660,0
0,84400,31.47,665,1
1,57680,13.92,800,1
1,56000,25.98,705,0
0,25000,26.87,665,0
1,53400,8.58,695,1
1,65000,3.99,680,1
0,70000,21.72,760,1
1,72000,13.87,660,1
1,82000,10.16,665,1
0,42000,18.83,685,1
1,70000,13.46,750,1
1,157000,12.95,715,1
0,40000,13.68,670,1
0,80000,7.57,715,1
1,129780,7.45,660,1
1,36000,23.8,760,1
1,45000,19.8,670,1
1,94000,17.92,670,0
0,270000,5.37,710,0
0,58000,12.28,665,1
0,60000,23.2,685,1
1,37190.4,16.17,730,1
0,38745,23.61,675,1
1,50000,15.16,690,1
0,45000,4,665,1
1,73000,17.1,680,1
1,60000,10.52,670,1
1,156000,5.58,680,1
1,160000,9.99,685,1
1,59000,20.95,660,0
1,40000,22.28,660,1
0,78000,5.62,745,0
1,40000,26.94,665,1
1,87000,12.77,680,1
1,150000,12.46,675,0
0,35256,28.42,685,0
1,21000,33.09,725,1
0,110000,19.17,710,0
1,90000,23.24,675,1
1,76000,13.71,695,1
1,90000,6.35,665,1
1,48400,12.22,670,1
0,36000,21.7,660,1
1,110000,11.49,710,1
1,47000,20.97,685,1
0,44500,10.17,715,0
1,70000,25.48,690,1
1,75000,17.7,770,1
0,32000,30.49,710,1
0,62000,8.13,700,1
0,372000,2.7,675,1
0,55000,15.54,670,1
1,85500,25.72,680,1
1,70000,22.46,695,0
0,60000,10.48,810,1
1,109618,16.17,720,1
0,46000,12.98,670,0
0,29100.6,29.55,710,1
1,120000,10.36,660,1
0,38400,7.38,660,1
1,100000,13.57,705,1
1,65000,21.31,700,1
1,195000,21.9,725,1
1,42000,28.4,675,1
1,52000,11.65,710,0
0,54000,21.87,670,0
0,65000,14.9,705,1
0,64329,5.65,665,1
0,61632,12.5,675,1
0,86000,16.86,690,0
0,25000,28.66,685,0
1,215000,16.56,665,1
1,60000,9.68,735,1
1,40000,12.6,660,1
1,105000,11.2,695,1
1,61000,9.47,680,1
0,62000,9.95,695,1
0,34731.72,22.53,695,1
0,93000,8.31,660,1
1,85000,24.96,670,0
1,35000,18.9,710,1
1,125000,22.79,715,1
1,120000,10.34,705,1
0,82000,43.77,660,0
1,120000,6.74,755,1
0,93000,6.28,685,1
1,74000,34.77,675,1
1,102000,3.88,805,1
0,105000,18.59,670,1
1,22000,22.97,735,1
0,31000,30.39,665,0
1,65000,15.82,685,1
0,93100,9.31,670,1
0,77000,12.44,700,1
1,70000,27.05,670,0
1,80000,31.2,705,1
1,225000,9.47,690,1
0,56000,26.17,700,0
1,47500,31.99,695,1
0,201000,5.88,740,1
0,23000,34.6,675,1
0,24000,10.55,705,1
1,57140.04,33.02,670,0
0,20000,38.94,660,0
0,88000,38.85,685,0
1,76000,26.12,705,1
1,86000,22.47,685,1
0,54000,15.24,670,0
1,70000,16.44,695,0
1,30500,19.28,685,1
1,111000,16.5,695,1
0,26000,14.82,665,0
1,55000,14.18,710,1
0,55000,1.68,660,1
1,70000,11.35,660,1
1,125000,14.91,660,1
0,38000,34.93,665,1
1,44549,26.37,700,1
0,65000,32.75,675,1
1,62000,17,690,0
0,80000,12.08,685,1
0,56000,12.41,680,0
1,78000,19.91,665,1
1,86172,18.87,715,1
1,72000,15.03,710,0
1,108000,19.92,710,1
1,70000,29.3,680,0
1,60000,14.86,695,1
0,88572,9.39,725,0
1,70000,4.44,685,1
1,78000,23.25,660,1
0,50000,19.13,700,1
1,68001.58,19.82,685,1
0,90000,24.01,700,1
0,51000,19.62,675,1
1,91680,14.23,665,1
1,94000,20.85,680,1
0,63880,17.64,700,0
0,72000,33.63,730,1
1,185000,11.27,705,1
1,48000,19.95,670,0
0,34000,20.97,680,0
0,50000,12.67,690,0
1,305000,21.15,685,1
1,56000,16.4,665,1
1,52500,3.43,660,1
1,58000,18.19,670,1
1,65000,9.27,710,1
1,45000,30.35,670,1
1,50000,4.87,680,0
0,30965,20.74,785,1
1,180000,19.26,665,1
0,45000,13.49,685,0
0,40000,9.39,695,1
1,130000,10.85,705,1
1,150000,7.5,760,1
0,80000,27.92,725,1
1,320000,10.85,760,1
1,100000,15.88,705,0
1,56500,37.19,675,1
0,40000,20.67,710,0
1,36200,17.94,725,1
0,40000,12.78,695,1
1,45000,15.22,715,1
0,165000,9.4,685,1
0,12000,17.53,705,1
1,135000,12.68,670,1
0,42000,21.43,680,1
1,36000,27.8,665,1
1,90000,15.68,665,1
1,48000,21.23,680,1
1,65000,33.31,690,1
0,43000,27.07,690,1
1,82300,32.21,665,0
1,60000,17.18,700,1
0,64500,8.89,735,1
0,30000,15.75,705,1
0,22000,18.49,705,1
1,102400,15.46,695,0
0,45000,12.85,760,1
1,37209,18.06,750,1
1,140000,7.21,700,0
0,72500,8.31,695,1
0,85000,14.37,660,0
0,50900,11.77,690,1
0,34000,27.7,675,0
1,140000,34.23,660,0
1,90000,8.2,685,1
1,55000,27.71,680,1
0,35000,16.08,690,1
1,30000,6.2,715,1
1,70000,5.25,670,1
0,58000,5.69,670,1
0,23000,13.73,670,1
0,35000,19.34,660,1
0,60000,24.28,670,1
1,70000,13.03,680,1
1,65000,17.39,695,1
0,48000,19.08,665,1
0,98000,14.55,750,0
0,65000,29,710,1
0,75000,7.76,705,0
1,96800,15.39,670,1
0,54631,28.84,665,1
0,50000,20.31,685,1
1,72000,34.58,730,1
0,44500,14.25,690,1
1,79000,10.53,750,1
0,60000,12.26,670,1
1,85000,21.6,720,1
1,61000,20.97,660,1
0,40000,15.09,665,1
1,65000,20.38,715,1
1,60000,18.88,660,0
0,72500,18.28,670,1
1,30000,14,660,0
0,60000,15.34,675,1
0,87000,18.22,695,0
1,68000,16.18,685,1
0,70000,21.72,665,0
0,52000,21,670,0
0,70000,29.61,700,1
1,70000,15.14,675,1
0,45500,3.24,670,1
1,60000,30.86,660,1
1,83600,17.33,670,1
1,83000,9.11,710,1
0,75000,32.31,665,1
0,40000,10.35,710,1
1,91000,37.95,700,0
0,45000,11.81,670,1
0,25000,13.92,660,1
0,55000,25.62,665,1
1,26316,27.91,660,1
0,67692,11.66,675,0
0,25000,34.36,705,0
0,118000,35.26,685,0
1,43000,34.55,675,0
1,60479,27.74,685,0
0,40000,21.42,730,1
0,93000,15.03,685,1
0,12600,12.86,680,1
0,48000,17.3,660,1
1,58000,12.35,675,0
1,106000,12.51,705,1
0,40560,18.17,665,1
0,35167,27.5,700,0
1,104000,14.47,675,1
1,54000,31.43,690,1
1,70000,17.5,775,1
0,16000,11.33,665,1
1,60000,3.48,745,1
0,45000,17.39,675,0
1,155000,6.49,660,1
1,45000,16.19,725,1
1,94000,9.05,715,1
0,45000,24.59,680,1
0,240500,12.06,690,1
0,80000,21.29,695,1
1,49818.84,23.97,660,1
0,32000,19.13,700,1
1,60000,20.4,665,1
1,64000,19.84,685,1
0,90000,13.41,685,0
0,130000,11.25,685,1
1,60000,25.86,735,1
0,85000,15.03,680,1
0,43342,23.37,720,1
1,91000,10.38,740,1
0,175000,8.41,755,1
0,100000,10.1,685,1
0,53000,8.29,680,1
1,60000,14.86,670,1
1,70000,8.64,670,1
0,68000,27.62,675,1
1,74000,22.88,670,0
1,50000,33.49,715,1
1,40000,15.18,670,1
1,115000,18.83,670,1
1,43000,28.44,720,0
1,200000,7.63,700,1
0,85000,10.72,665,1
1,73000,16.19,765,1
1,204000,12.71,660,1
0,58000,10.88,690,1
1,50000,8.16,785,1
1,52000,27.98,710,1
0,26493,23.37,675,1
0,55500,14.23,725,0
0,103832,17.19,675,1
1,103000,1.5,675,1
1,70000,34.13,695,1
1,115000,14.29,705,1
0,35000,22.43,695,0
1,60000,12.34,720,1
1,82000,12.89,675,1
1,125000,11.92,710,1
1,70000,15.26,710,1
1,162000,10.53,715,1
0,75000,29.12,690,1
0,77250,23.32,765,1
1,98000,30.84,750,1
0,115000,15.68,675,1
1,125000,17.35,720,1
1,48000,17.88,660,1
1,64000,17.64,720,1
0,50000,30.84,680,1
0,44000,17.3,695,1
1,54600,15.23,680,1
1,55000,12.9,670,0
1,64000,19.69,720,1
1,1000000,1.96,730,0
0,65000,21.18,685,1
1,84000,21.76,720,0
1,140000,11,715,1
0,33000,20.65,675,1
1,70000,26.3,740,1
1,55000,10.76,675,1
1,144000,5.37,830,1
1,54000,9.95,670,0
1,55000,18.87,710,1
1,97307,31.82,685,1
1,275000,12.04,670,1
0,25000,20.93,725,0
1,129000,24.16,670,1
0,65000,2.33,685,1
0,53000,25.84,660,0
1,62000,21.12,675,1
1,156000,6.97,680,1
1,52000,12.97,700,1
1,66000,7.87,705,1
0,41900,10.37,715,1
1,115000,36.73,695,1
0,50000,18.29,725,1
1,45115.2,17.85,675,1
1,140000,2.01,660,1
0,27000,19.42,690,1
0,65000,11.85,665,1
1,52000,19.98,750,0
0,42292,8.29,720,1
1,105000,16.24,725,1
1,60000,28.76,705,1
1,400000,12.63,745,1
1,67000,23.8,745,1
1,50000,24.68,680,1
0,85000,18.21,670,1
0,85000,16.19,660,1
1,53000,21.49,785,1
1,95000,13.85,710,1
1,48000,23.7,710,1
1,220000,8.24,690,1
1,100000,16.7,745,1
0,32400,8.99,680,1
0,48000,22.78,680,1
0,52000,24.12,675,0
0,26000,23.58,670,1
0,71000,21.33,670,0
0,46500,12.22,675,0
0,35000,24.86,735,1
0,40000,22.83,675,1
1,85000,18.88,685,1
1,65000,8.25,680,1
1,145000,17.51,680,1
1,68000,2.52,660,1
1,85000,14.05,800,1
1,54000,17.71,680,1
0,55000,12.87,675,1
0,64500,4.84,685,1
1,78000,13.49,680,1
0,70000,15.86,665,0
0,36000,27.03,770,1
1,47170,18.78,670,0
0,30000,9.16,720,1
1,38000,24.76,675,0
0,57000,11.66,680,1
1,87000,10.34,695,1
0,35000,36.66,665,1
1,57000,18.76,675,0
1,185000,7.03,670,1
0,30000,17.56,685,0
1,40000,25.71,690,1
0,32000,26.41,725,1
1,65000,16.03,665,1
0,40500,32.71,695,1
0,90000,25.53,710,0
1,85000,23.15,705,1
0,77000,11.72,670,1
0,117000,0.37,815,1
1,80517,24.22,715,1
0,130000,0.25,770,1
1,53500,23.71,720,1
1,95000,15.4,675,1
1,110000,33.11,735,1
1,250000,15.25,715,0
1,53000,16.46,660,0
1,90000,6.19,685,1
0,180000,4.91,685,0
1,68000,25.36,675,1
1,69000,24.99,675,1
0,36684,7.16,695,1
1,47000,28.58,675,0
1,70000,11.73,825,1
0,46000,18.37,705,1
1,26318.36,33.39,660,0
1,59982.96,32.16,680,0
0,35978,13.94,665,1
0,85000,12.7,720,1
0,45000,13.68,690,0
1,56000,7.89,670,1
1,31000,32.32,680,1
0,30500,34.75,670,0
0,66100,26.92,665,0
1,132000,11.54,690,1
0,50000,25.8,740,1
1,75000,9.82,680,1
1,111000,5.89,705,0
1,53000,35.42,675,0
0,55000,17.71,680,1
1,100000,19.44,680,0
0,68500,21.22,735,1
