home_ownership,income,dti,fico,loan_status,
1,33000,18.69,665,0,
1,45500,31.13,680,1,
0,72000,24.37,665,1,
1,254059,12.11,695,1,
1,42300,14.47,725,1,
0,92000,17.74,690,1,
0,65000,11.48,680,1,
1,71000,30.93,705,1,
0,38000,22.9,660,0,
1,50000,24.27,710,1,
0,70000,23.8,675,0,
0,47000,4.47,795,1,
0,35000,6.07,690,1,
1,150000,15.81,675,0,
0,70000,17.35,700,1,
1,66000,7.8,760,1,
1,71000,23.78,665,1,
1,50000,27.84,660,1,
1,119000,27.13,695,1,
0,35000,21.25,660,0,
0,80000,19.59,695,0,
0,115000,8.65,670,1,
0,27000,9.02,680,0,
0,36000,20.07,660,0,
1,138000,11.35,670,1,
1,65000,31.04,690,0,
1,65500,19.99,735,1,
1,450000,16.88,665,1,
0,37000,12.16,665,1,
0,46800,30.09,705,0,
0,49000,17.65,700,1,
1,49000,8.16,780,1,
1,25000,24.53,665,1,
1,35000,24.51,660,1,
1,65000,16.64,695,0,
1,50000,5.09,685,1,
1,46000,39.29,680,0,
1,37761,19.64,765,1,
0,41000,27.49,665,0,
1,100000,15.83,680,1,
1,77600,23.6,710,1,
0,53000,17.58,695,0,
1,90000,8.73,670,1,
1,60000,23.72,700,1,
1,72000,13.72,685,0,
1,32000,16.99,690,1,
1,196000,12.84,705,1,
0,50000,8.93,710,1,
1,160000,11.56,690,1,
1,52075,17.03,665,1,
1,73590,39.6,685,1,
1,37732.83,5.88,770,0,
1,123000,9.46,660,1,
0,97500,13.33,675,1,
1,61957,25.45,685,1,
0,35000,18.45,670,1,
1,67000,19.81,695,1,
1,83000,20.44,685,1,
1,48000,13.98,660,1,
1,70000,12,745,1,
1,60000,27.2,730,1,
1,54000,21.2,680,1,
1,87200,9.44,675,1,
1,45000,22.37,700,0,
1,70000,22.42,710,0,
1,110000,11.7,780,1,
0,50800,32.27,730,1,
0,38000,25.33,700,1,
0,43000,31.15,705,1,
0,25000,16.27,705,1,
1,75000,13.15,725,1,
0,45000,19.73,735,1,
0,40000,14.64,665,0,
1,70000,21.57,665,1,
1,41500,29.7,695,1,
1,65000,17.54,665,1,
1,80000,16.07,715,1,
1,100000,23.84,690,1,
1,54000,19.13,685,1,
0,40000,26.29,680,1,
1,50000,17.69,660,1,
1,120000,5.34,685,1,
1,120000,4.28,665,1,
0,38000,24.58,670,1,
1,142000,19.17,710,1,
1,178000,20.45,665,1,
1,45760,15.24,715,1,
1,41600,8.14,705,1,
1,108928.8,15.86,745,1,
0,40000,9.06,680,1,
1,30000,28.32,695,0,
1,35000,5.66,700,1,
1,109000,23.51,705,1,
1,54300,18.34,710,1,
0,105000,16.48,670,1,
0,50000,6.7,685,1,
1,31600,24.19,670,0,
1,34800,13.86,660,0,
1,40000,24.27,685,1,
1,176000,25.69,695,1,
1,98000,11.56,700,1,
1,50585,23.72,740,1,
1,51000,32.49,710,1,
1,96000,6.43,670,1,
0,59600,27.16,705,0,
1,120000,4.07,670,1,
0,51500,16.24,660,1,
1,300000,20.9,675,0,
1,72000,22.02,670,0,
0,104000,7.37,660,1,
0,62300,8.77,710,1,
0,69000,20.87,675,0,
1,40000,10.89,680,1,
1,73000,32.85,670,0,
1,150000,15.06,675,0,
0,150000,19.35,715,1,
1,65000,30.88,750,1,
0,63000,30.02,675,1,
0,40000,35.18,705,1,
0,40000,20.58,770,1,
1,40000,10.41,695,1,
1,186000,9.93,730,1,
1,105000,27.54,670,0,
0,77250,12.58,710,1,
0,55000,16.5,685,1,
1,95000,14.32,685,0,
1,130000,12.63,665,0,
0,50000,20.14,665,1,
1,46000,19.2,665,0,
0,53000,23.78,670,1,
0,42200,24.23,685,0,
1,109000,9.88,725,1,
1,108000,14.3,675,1,
0,44000,19.15,665,1,
1,42000,13.97,670,1,
1,52000,15.9,670,0,
0,60000,14.95,665,1,
1,80000,15.14,680,0,
0,18734.73,17.75,710,1,
0,54000,25.07,730,1,
0,22800,23.21,710,1,
1,65000,10.6,670,1,
0,81000,10.49,665,1,
1,52000,13.85,690,1,
1,37000,15.96,670,1,
1,60000,15.3,685,1,
1,58000,17.73,660,1,
0,35000,16.7,700,1,
0,40000,12.57,690,1,
1,150000,26.99,670,1,
1,47000,7.18,685,1,
1,45000,24.32,685,0,
0,20367.09,11.49,675,1,
1,38934,29.9,675,0,
1,88500,24.75,730,1,
1,61000,15.66,770,1,
1,78000,18.6,670,1,
1,32000,7.65,705,1,
1,47385,37.08,675,0,
0,45000,8.93,675,0,
1,88000,16.81,700,0,
1,50000,23.76,705,1,
1,45000,28.93,755,1,
0,120000,9.25,690,1,
1,60000,31.96,695,1,
1,39000,17.08,660,1,
1,90000,11.04,675,1,
0,38000,7.89,695,1,
0,100000,25.83,690,1,
1,85125,14.56,675,0,
1,159000,19.6,760,1,
1,90000,27.92,690,1,
1,94000,16.93,690,1,
1,82000,8.63,730,1,
0,21600,31.5,740,1,
1,100000,20.82,710,1,
1,70000,14.5,670,1,
1,62500,28.03,700,1,
1,53000,15.19,740,1,
1,172000,24.93,680,1,
1,70000,8.63,665,0,
0,85000,15.64,690,1,
1,60000,29.3,695,1,
1,55800,11.38,715,1,
1,21000,11.49,680,0,
1,80000,14.15,745,0,
1,70000,14.33,685,1,
1,250000,13.31,710,1,
0,40000,25.62,690,1,
1,55000,22.24,670,1,
0,30000,2.59,750,1,
0,98000,7.67,670,1,
0,48000,31.73,665,1,
1,62000,20.98,695,1,
0,28000,27.65,715,1,
0,50000,16.61,670,1,
1,150000,16,685,1,
1,40000,17.64,720,1,
1,60000,23.08,680,1,
0,40000,19.29,665,1,
1,85000,25.19,660,1,
0,72000,35.7,705,1,
0,42000,25.14,680,1,
0,52000,18.51,685,1,
1,98000,11.02,715,0,
0,40000,18.97,670,0,
1,52000,12.07,670,0,
1,78000,23.52,720,1,
0,45000,26,670,0,
0,60000,23.56,670,1,
1,45000,25.09,740,1,
1,90000,18.91,680,1,
1,120000,19.36,690,1,
0,38000,17.94,725,1,
1,130000,10,670,1,
0,40000,20.98,695,1,
0,39500,17.27,710,1,
0,60675,25.86,690,1,
0,60000,14.1,685,1,
1,59000,15.87,710,1,
0,65000,13.66,670,0,
1,75000,16.82,695,0,
0,45500,17.04,715,0,
0,38000,17.62,665,1,
0,142000,4.98,660,1,
1,40000,15.06,705,1,
0,30000,26.18,675,1,
0,24000,22.75,715,1,
1,250000,10.53,775,1,
0,30000,23.12,680,1,
1,89000,17.98,720,1,
0,87500,33.21,675,1,
0,55000,19.87,680,1,
0,44600,31.8,670,1,
1,63000,5.43,700,1,
0,149000,18.56,745,0,
0,50000,12.84,665,1,
1,87000,19.24,675,1,
0,50000,15.65,690,1,
0,68000,13.07,730,1,
1,70000,16.2,705,1,
0,30000,26.52,665,1,
1,50000,19.22,690,1,
1,52000,18.16,685,1,
1,200000,11.11,830,1,
0,37000,10.28,665,1,
1,49000,16.16,690,1,
1,70000,29.47,705,1,
0,45000,11.79,660,0,
1,59592,15.71,820,1,
0,15000,5.92,680,1,
1,93600,22.69,725,1,
1,200000,23.56,660,1,
1,60000,7.66,660,1,
0,30000,27.56,705,0,
1,150000,12.8,670,1,
0,52000,11.84,795,1,
0,37500,31.42,715,1,
0,33280,29.28,665,0,
1,65000,11.79,665,1,
1,130000,27.34,675,0,
0,105000,4.15,680,1,
1,65000,18.45,685,1,
0,60000,14.5,710,1,
0,30000,19,670,1,
0,53000,11.3,770,1,
1,58000,14.46,670,1,
0,60000,24.28,705,1,
1,68500,19.83,675,1,
0,53753,14.13,670,1,
0,50000,19.9,665,0,
0,39204,5.82,770,1,
0,20000,7.62,695,1,
0,95000,16.09,690,0,
1,55000,34.6,690,1,
0,34000,16.27,680,1,
0,62000,16.14,660,1,
0,42000,36.43,690,0,
1,109000,10.47,660,0,
1,132000,16.24,670,1,
1,12000,11.5,705,1,
0,27000,17.87,690,1,
0,60000,6.48,780,1,
1,86000,15.11,680,0,
1,85000,10.48,660,1,
1,52000,24.97,675,1,
1,50000,31,685,1,
0,111500,28.55,675,0,
0,100000,13.01,735,1,
1,42000,24.14,705,1,
0,47500,23.4,750,1,
1,95000,8.15,780,1,
0,41000,17.71,725,1,
1,50000,12.04,660,1,
1,72000,27.73,685,1,
1,61000,23.37,705,1,
1,190000,14.02,690,1,
1,42000,32.23,670,0,
0,60000,4.92,660,1,
0,60000,23.4,675,1,
1,55000,19.92,665,0,
1,95000,13.18,740,1,
1,90000,34.28,700,1,
0,65000,1.24,660,1,
0,65000,15.86,660,1,
1,60000,16.24,690,1,
1,82000,11.47,725,1,
0,47000,17.11,670,1,
1,55000,26.99,675,0,
1,127000,9.3,735,1,
0,58000,7.88,685,1,
1,99000,14.79,695,1,
1,75000,7.33,690,1,
1,80000,13.52,675,1,
1,80000,23.51,660,0,
0,80000,13.62,680,0,
0,72000,17.18,685,1,
0,60000,21.44,690,1,
0,30000,27.28,675,1,
1,102000,14.56,675,1,
0,32000,17.29,675,1,
1,64100,11.83,680,1,
1,38500,22.88,695,0,
1,110000,14.74,685,1,
0,75000,13.92,725,1,
1,76000,5.02,780,1,
1,88000,18.86,790,1,
1,84000,13.63,670,1,
0,61000,15.9,680,1,
0,137000,6.44,740,0,
1,186000,27.65,705,0,
1,145000,20.21,690,1,
1,97000,27.24,695,0,
1,22000,32.46,725,0,
1,107000,13.65,660,1,
1,110000,26.67,695,1,
1,80000,15.72,685,1,
0,43000,22.24,665,1,
0,55000,22.32,665,0,
0,36200,31.17,670,1,
1,40000,33.1,665,1,
1,82000,17.02,715,1,
0,39000,12.18,660,1,
1,85000,19.18,670,1,
0,48000,20.75,670,0,
1,104000,15.79,665,1,
1,54000,8.6,735,1,
1,25000,22.28,705,1,
1,99800,19.14,675,1,
1,41000,17.39,700,1,
0,75000,12.35,660,0,
1,72000,20.67,695,1,
1,67000,7.31,740,1,
1,61009,19.51,695,1,
0,72000,4.85,695,1,
1,56000,14.77,660,0,
1,117000,18.43,770,1,
0,22000,14.35,710,1,
1,160000,17.87,680,1,
0,72000,17.16,705,1,
1,110000,13.31,770,1,
1,50000,37.42,685,1,
0,108000,13.26,720,1,
0,48450,24.7,685,0,
1,100000,10.06,690,1,
1,94000,4.66,700,1,
0,107000,16.14,720,1,
1,90000,27.12,700,1,
0,55000,18.28,695,1,
0,70000,16.39,760,1,
1,60000,15.8,660,0,
1,75000,21.33,660,1,
1,58000,14.09,695,0,
1,87740.04,7.7,710,1,
0,35190,10.61,710,1,
0,30650,15.21,720,1,
0,64800,31.76,670,0,
1,50000,33.94,695,1,
0,66000,14.67,715,0,
1,150000,5.18,740,1,
0,34000,12.78,685,1,
1,97500,29.26,695,1,
1,155000,17.81,695,1,
0,63000,17.08,680,0,
0,45000,21.73,665,1,
1,95000,14.46,700,1,
1,124800,14.63,800,1,
0,150000,11.08,660,1,
0,53500,21.13,660,1,
1,62500,28.78,690,1,
1,37500,28.01,780,1,
0,21120,7.5,685,1,
1,55000,23.54,695,1,
1,100000,14.57,780,1,
0,70000,16.54,685,1,
1,150000,10.9,675,0,
1,103000,12.15,740,0,
1,94000,9.46,670,1,
0,79000,15.42,675,1,
1,39000,17.54,690,1,
1,84982,16.51,670,1,
1,65000,21.57,685,1,
1,80436,8.19,720,1,
1,75000,12.96,685,1,
0,29361,17.62,695,0,
1,95000,22.06,715,1,
1,52800,5.25,670,1,
1,60000,29.02,660,1,
1,165000,8.52,750,1,
0,35000,17.97,680,1,
0,30000,20.63,690,1,
1,65000,31.26,660,0,
1,55000,12.61,665,1,
0,42000,17.74,690,1,
1,97618,11.09,760,1,
0,200000,0.85,745,1,
1,90000,22.78,790,1,
1,162000,10.27,740,1,
0,50000,19.25,750,1,
1,100000,14.41,725,1,
0,58000,21.52,725,1,
1,50000,19.88,710,1,
1,90000,14.43,675,1,
1,101000,19.65,670,0,
1,130000,13.27,710,1,
1,145000,18.39,680,1,
1,40000,28.35,670,1,
0,350000,6.74,680,1,
1,135000,27.61,660,0,
1,29394,26.99,770,1,
1,50000,17.31,725,1,
1,90000,23.08,720,0,
0,46128,27.97,685,1,
1,70000,21.96,675,0,
1,75000,9.98,685,0,
0,92500,25.06,675,0,
1,56000,19.07,685,1,
0,47000,13.18,675,1,
1,30000,26.72,670,0,
1,100000,18.76,660,1,
0,92000,13.15,665,1,
0,13740,15.63,675,1,
1,67000,24.49,695,1,
0,48000,28.48,670,0,
1,55000,12.33,745,1,
1,69000,4.19,675,1,
0,400000,6.56,715,1,
1,50000,9.07,660,1,
1,35000,14.57,660,1,
0,185000,19.02,695,0,
1,65000,22.49,745,1,
1,35000,19.79,690,1,
1,70000,23.59,690,1,
1,65000,16.12,670,1,
1,62000,33.04,725,0,
0,36000,24.81,700,1,
1,104000,34.17,690,1,
1,180000,11.05,665,1,
0,89738,9.64,685,1,
0,62000,14.38,660,1,
1,156000,14.98,710,1,
1,42000,21.97,750,1,
1,110000,22.14,710,1,
1,42473.6,38.51,660,1,
1,49200,29.92,775,1,
0,30000,29.6,670,0,
1,64000,24.51,660,1,
0,41000,12.96,660,0,
0,35000,25.21,660,1,
0,35000,12.24,670,1,
1,80000,8.66,670,1,
0,80400,16.9,705,1,
0,38674.88,10.43,670,1,
1,116000,20.87,675,0,
1,75000,17.36,695,1,
1,60000,12.56,760,1,
0,83500,21.31,670,0,
0,54300,28.51,730,1,
1,157000,16.72,665,1,
1,135000,9.47,670,1,
1,75000,37.65,675,1,
0,30000,18.96,690,1,
1,150000,7.06,810,1,
1,95000,11.85,660,0,
1,112636,14.52,675,1,
1,100000,15.64,730,1,
1,86000,5.51,730,1,
1,34000,0.01,735,1,
0,65000,35.1,720,0,
1,55000,23.19,680,0,
1,60000,18.1,690,1,
0,38000,18.29,670,1,
1,67000,16.93,675,1,
1,70000,13.34,705,1,
1,35000,26.37,735,1,
0,71250,32.86,695,1,
0,140000,9.72,760,1,
1,30000,27.4,675,1,
1,64000,13.43,750,1,
1,52400,11.41,660,1,
1,82000,17.11,715,1,
0,108000,9.79,670,1,
1,40000,19.41,665,1,
0,53550,24.85,680,1,
1,120000,1.95,675,1,
0,36000,33.37,715,1,
1,32316,28.04,675,1,
1,50000,13.75,705,0,
1,41000,17.92,710,1,
0,48000,26.08,685,1,
0,58300,27.03,680,1,
0,25000,34.52,690,0,
0,25000,15.6,680,0,
1,1500000,5.34,705,1,
0,80000,15.3,670,1,
0,65000,12.48,745,1,
1,182000,17.64,725,1,
0,30000,13,695,1,
1,120000,7.9,660,1,
0,35000,30.69,670,1,
0,50000,34.81,660,1,
0,62000,11.23,700,1,
0,60000,22.12,685,0,
0,45000,20.83,740,1,
1,106000,12.92,705,1,
1,80000,11.52,665,0,
1,53000,21.99,670,0,
0,37983,10.17,665,0,
1,54568,20.78,660,0,
1,60000,23.48,690,1,
0,170000,14.11,715,1,
1,155000,26.67,730,1,
1,80000,18.96,660,1,
0,72000,12.72,720,1,
1,75000,23.38,725,1,
1,89000,25.98,675,1,
1,53964,24.55,705,1,
0,55000,29.75,660,0,
0,37800,22.95,705,0,
1,150000,10.74,770,1,
0,55000,31.66,680,1,
1,334000,12.52,705,1,
1,101000,19.04,680,1,
0,90000,27.82,675,0,
1,70000,8.66,710,1,
1,105000,14.46,690,1,
0,65000,19.51,680,1,
0,47000,8.4,675,1,
1,103000,8.62,675,1,
1,95000,21.83,700,0,
1,55000,18.65,680,1,
1,120000,3.97,745,1,
0,34800,21.21,675,1,
0,70000,7.61,660,1,
1,36000,10.53,710,1,
0,71000,12.69,695,1,
0,54000,14.69,665,1,
0,67000,26.94,705,1,
1,50000,17.41,780,1,
1,90000,12.43,690,1,
0,134000,8.62,675,0,
0,34000,14.54,700,1,
1,1100000,7.3,695,1,
0,25300,24.1,675,1,
0,50000,22.37,675,0,
1,75000,25.15,695,1,
0,120000,9.52,755,0,
1,41000,22.98,800,1,
1,80004,5.14,710,1,
1,105000,0.46,750,1,
1,58458,24.25,665,1,
1,93000,9.48,740,1,
1,45000,27.73,680,1,
0,83200,20.51,660,1,
0,90000,19.68,660,1,
1,56000,4.41,660,1,
1,43000,35.23,670,1,
1,108000,22.98,665,1,
0,68000,21.01,700,1,
1,38500,16.8,670,1,
1,32000,16.43,720,1,
1,75000,19.54,750,1,
1,54000,6.6,690,1,
1,82000,10.35,725,1,
1,65000,14.53,685,1,
1,65000,16.1,660,1,
1,55000,16.43,660,1,
1,107000,16.57,750,1,
1,45000,6.16,660,0,
0,110000,17.17,750,1,
0,68000,1.77,670,1,
1,105000,17.61,670,1,
1,66000,22.56,690,1,
1,62000,15.33,660,1,
0,50000,18.67,735,1,
1,77000,16.78,690,1,
1,65000,23.15,680,1,
1,270000,6.13,680,1,
1,75000,20.85,700,1,
1,52000,14.42,710,1,
1,95000,12.77,670,1,
0,85000,0.71,680,1,
0,90000,22.33,680,1,
1,85000,23.6,680,1,
1,35000,28.74,665,1,
0,40440,22.91,685,1,
1,110000,10.99,790,1,
0,72000,22.28,675,1,
1,160000,9.81,660,1,
1,214400,13.47,735,0,
1,65000,29.12,715,1,
0,34000,11.61,665,1,
1,78000,7.66,710,1,
1,76100,16.35,670,1,
0,75000,20.69,735,1,
1,50000,4.47,665,1,
0,54000,22.78,665,1,
1,100000,17.42,685,1,
1,76800,14.42,680,1,
1,52500,15.55,705,1,
1,73000,25.97,765,1,
1,28000,15.43,700,1,
1,51600,12.14,670,1,
1,90000,38.52,705,0,
1,46000,20.06,675,0,
1,70000,26.42,660,0,
0,70000,13.3,775,1,
1,88500,3.62,765,1,
0,25000,6.43,710,1,
0,40000,10.47,660,1,
1,33000,32.18,675,1,
1,40000,21.39,680,1,
1,45000,16.67,675,0,
1,25000,13.49,665,1,
1,30000,30.76,670,0,
0,195000,6.46,720,1,
1,148000,3.14,700,1,
0,47652,14.71,670,1,
1,91500,17.76,690,1,
0,50000,20.64,715,0,
1,130000,22.72,675,1,
1,54000,32.75,690,1,
1,30000,8.4,665,1,
0,25000,29.09,670,0,
0,16920,23.82,670,0,
0,45000,15.87,680,1,
1,28000,24.65,670,1,
1,33864,38.8,660,1,
1,76000,21.67,700,1,
1,86000,23.83,680,1,
1,65000,6.24,660,1,
0,36000,15.93,695,0,
1,85000,1.37,660,1,
1,43000,27.32,705,1,
1,135000,20.18,660,0,
0,38279,3.72,670,1,
1,75000,34.3,700,1,
1,65071,30.12,670,0,
1,56700,10.05,675,1,
1,70000,29.01,725,1,
1,60000,13.5,660,0,
0,55000,10.95,680,1,
1,105000,16.02,710,1,
1,84000,13.98,680,1,
1,29780,14.91,735,1,
0,15168,29.19,680,1,
1,92500,11.36,685,1,
1,87000,20.02,685,1,
1,50000,24.29,675,1,
0,68000,10.78,675,1,
0,53000,32.18,700,1,
1,61212,28.17,735,1,
1,55000,22.22,735,1,
1,58000,24.37,670,0,
1,60000,2.1,750,1,
1,74000,22.59,670,1,
1,120000,21.48,680,1,
0,60000,24.99,660,1,
1,129000,22.86,705,1,
1,28000,29.4,675,1,
1,76000,32.95,705,1,
0,37000,5.94,660,1,
1,33238.4,20.51,685,0,
1,72500,10.96,700,0,
1,85000,25.61,675,0,
1,90000,3.6,735,1,
1,36000,2.5,790,1,
0,72000,16.4,665,1,
0,35000,25.07,700,0,
1,40000,8.1,675,1,
0,25000,24.58,665,0,
1,108000,8.96,665,1,
0,65000,10.07,700,1,
1,20000,25.93,680,1,
1,83000,19.07,740,1,
0,55000,31.83,660,0,
0,62400,31.88,710,1,
0,49000,0.61,665,1,
1,18000,11.33,675,1,
1,33600,28.25,665,1,
0,55000,30.5,715,1,
1,65000,27.14,725,0,
1,110000,2.77,680,1,
0,45000,33.68,685,1,
1,50000,15.87,715,1,
1,50000,14.11,710,1,
0,47300,31.87,665,1,
1,115000,17.84,750,1,
0,40000,2.76,660,1,
0,68000,14.81,695,1,
0,55000,17.22,735,1,
1,54000,6.11,675,1,
0,80000,16.65,715,1,
0,48000,9.75,665,1,
1,65000,29.97,690,0,
0,40000,19.44,675,1,
1,73000,28.65,660,1,
1,85000,47.49,705,1,
0,30000,24.56,680,1,
1,111000,3.82,705,1,
0,35000,19.62,700,1,
0,95000,6.3,660,1,
1,42000,26.14,680,1,
1,120000,12.36,700,1,
1,89000,14.09,730,1,
0,72000,12.72,680,1,
1,88000,6.68,780,1,
1,142000,11.45,690,0,
1,60000,2.82,805,1,
0,100000,28.24,745,0,
0,30000,20.28,665,1,
1,53000,22.53,695,1,
0,66500,32.14,700,0,
1,80000,17.81,765,1,
1,54000,23.26,705,0,
0,25000,26.64,690,0,
0,78000,28.29,665,1,
0,500000,0.2,750,1,
1,107000,27.34,735,1,
1,70000,39.05,680,0,
0,41600,19.65,675,1,
1,100000,7.84,750,1,
0,61000,16.41,695,1,
1,68000,22.08,680,1,
1,46500,18.27,675,1,
0,36850,15.79,700,1,
0,45000,1.33,725,0,
1,22500,26.83,665,0,
0,30000,8.32,700,1,
0,50000,36.34,680,0,
1,40000,16.62,680,1,
1,105000,9.62,660,1,
0,45500,25.09,710,1,
1,74000,20.08,680,1,
0,32000,26.11,695,1,
0,58500,16.51,690,1,
1,143000,19.43,695,1,
0,22500,14,730,1,
1,80000,27.72,660,0,
1,65000,21.05,690,1,
0,53000,26.63,710,1,
0,44000,28.21,670,0,
1,70000,11.47,695,1,
1,60000,10.82,750,1,
1,30000,7.72,775,1,
1,50000,24.94,770,1,
1,42000,20.46,690,1,
1,62400,27.67,765,1,
1,115000,18.58,710,1,
0,39000,19.32,660,1,
0,81500,12.36,690,0,
1,74000,29.27,670,0,
1,187000,10.01,700,1,
0,65000,21.21,670,0,
0,72000,27.23,695,1,
1,39000,18.31,700,1,
1,54000,19.89,685,0,
0,72000,24.1,685,1,
1,69640,30.43,660,0,
1,54000,18.16,680,1,
0,45000,24.18,735,1,
0,163000,7.77,670,1,
0,102500,26.45,660,1,
0,30720,40.13,700,0,
1,72000,12.4,710,1,
0,36000,15.13,675,1,
1,100000,17.8,670,1,
1,100000,11.8,680,1,
1,75000,22.85,700,1,
0,115000,8.36,680,1,
0,95000,3.47,660,1,
1,42000,15.06,660,1,
1,120000,6.18,665,1,
0,60000,29.18,690,1,
1,75000,13.18,705,0,
1,75000,5.92,775,1,
0,65000,34.82,695,0,
0,97600,16.23,665,0,
0,102747.42,9.35,730,1,
1,78000,30.94,690,0,
1,95000,19.67,670,1,
0,64500,5.72,660,1,
1,62350,17.46,690,1,
0,42000,19.33,665,0,
1,85000,20.49,780,1,
0,115000,3.62,670,1,
1,54000,33.92,740,1,
1,90000,11.31,665,0,
1,102000,12.28,690,1,
0,45000,10.87,675,1,
1,70900,18.64,675,1,
1,52000,29.84,710,1,
0,60000,22.84,720,1,
1,111000,18.43,680,1,
0,55024,26.56,695,1,
1,43000,30.81,685,1,
1,100000,5.15,685,0,
1,148676,10.31,705,0,
1,60000,14.04,675,1,
1,54000,15.64,680,1,
1,115000,19.67,680,1,
0,90000,13.95,680,0,
1,45000,22.53,725,0,
0,35700,6.96,685,1,
1,70000,22.24,670,1,
1,250000,9.11,705,0,
1,42000,12.63,675,1,
0,43398,19.16,750,1,
1,60000,21.58,660,1,
0,150000,6.22,690,1,
1,46163,32.79,685,1,
1,54000,27.24,695,0,
1,66491,38.48,690,0,
1,65000,34.68,680,1,
1,72000,20.9,750,1,
1,59826,24.47,675,0,
1,64000,36.58,735,1,
1,45000,17.17,775,1,
1,44500,29.29,670,1,
1,83000,15.66,690,0,
1,50000,22.68,685,0,
1,48000,12.55,670,1,
1,75600,23.68,765,1,
1,84000,9,665,1,
1,100000,19.44,695,1,
1,65000,17.45,670,1,
1,125004,8.2,800,1,
1,133000,25.76,685,1,
1,166000,19.38,680,1,
0,69000,14.73,715,1,
0,45000,28.13,675,0,
1,54500,22.11,695,1,
1,54000,6.2,675,1,
1,62000,4.92,675,1,
0,60000,14.1,695,1,
1,43000,29.08,680,1,
1,53000,15.85,705,1,
0,55000,23.87,690,1,
1,63000,16.57,705,1,
0,42000,18.79,685,0,
1,56763,28.1,680,1,
1,170000,14.23,695,1,
0,21000,14.34,690,1,
1,45000,19.57,695,1,
0,46000,14.84,740,1,
1,31000,19.16,730,1,
1,49000,34.12,690,0,
0,65000,28.79,660,0,
1,115000,8.64,665,1,
1,45000,21.68,710,1,
1,50400,12.81,670,1,
0,50000,10.34,755,1,
0,40000,19.83,690,1,
0,51230,30.48,685,1,
1,55000,11.19,690,1,
1,80000,11.13,670,1,
1,105000,11.99,695,1,
1,38000,27.07,690,0,
1,52000,11.88,685,1,
0,56000,34.08,700,0,
0,87450,1.7,670,1,
1,133000,23.07,700,1,
0,36540,33.83,775,1,
1,110000,17.4,665,0,
0,45000,5.84,690,0,
1,90000,31.13,720,1,
1,95000,19.74,670,1,
0,32776,26.8,670,1,
1,68000,10.27,675,1,
1,114000,27.11,690,1,
1,92000,15.72,715,1,
1,96200,13.11,670,1,
1,600000,4.43,685,1,
1,60000,19.13,745,1,
0,93800,12.15,705,0,
1,150000,18.34,700,1,
1,135000,22.52,690,1,
1,102000,16.59,705,1,
1,135000,13.28,675,1,
1,103000,14.47,695,1,
1,42000,16.23,665,0,
1,53000,21.67,690,1,
1,90000,29.65,700,0,
1,100000,18.61,740,1,
0,110000,12.23,685,0,
1,125000,3.11,760,1,
1,57000,29.49,715,1,
1,40000,17.36,665,1,
0,58000,24.85,660,1,
1,137400,19.57,690,0,
1,70000,14.41,675,1,
1,90000,13.57,685,1,
1,86000,11.28,670,1,
1,80000,1.01,765,1,
1,33228,25.35,735,1,
1,78000,20.82,710,0,
1,140000,6.15,735,1,
1,110000,23.24,695,1,
1,62000,19.05,660,0,
0,63750,6.49,690,1,
1,33900,20.46,660,0,
1,70000,31.67,715,1,
0,150000,14.81,670,1,
0,43000,12.22,740,1,
0,100000,15.91,660,0,
0,92000,22.33,685,1,
0,90000,18.12,690,1,
1,48000,20.98,675,1,
0,60924,24.27,685,0,
0,120000,23.92,725,0,
1,46393,33.65,680,1,
1,88000,17.5,690,1,
1,38000,19.42,665,0,
1,80000,11.13,760,0,
1,60000,17.36,690,0,
1,55000,5.21,660,1,
1,60000,24.14,695,1,
1,75000,29.26,675,1,
1,60000,27.34,690,0,
1,96000,19.77,690,1,
0,43000,13.7,805,1,
1,85000,28.12,705,1,
0,14000,28.04,670,0,
1,38782,18.94,710,1,
0,145000,7.67,690,1,
0,30000,26.04,700,0,
1,44139,17.48,735,1,
1,108000,8.5,760,1,
0,15600,126.38,680,0,
0,28000,23.37,675,1,
1,87000,10.47,670,1,
1,58000,16.93,660,1,
0,102000,12.33,710,1,
0,60000,24.64,700,0,
1,135000,15.87,700,0,
1,54000,19.05,715,1,
0,75000,23.92,685,0,
1,75000,14.41,690,0,
0,77300.08,11.43,675,1,
1,60000,14.04,695,1,
1,51000,31.65,685,1,
0,53000,3.85,785,1,
0,13740,20.61,690,1,
0,48000,18.35,685,1,
1,63000,23.18,680,1,
0,84000,15.63,670,1,
1,191000,21.89,725,0,
1,400000,14,705,1,
1,42000,15.14,665,1,
1,110000,21.98,685,1,
0,60000,29.3,690,0,
1,45000,14.27,740,1,
0,41070,32.99,715,1,
1,46000,18.42,690,1,
1,67000,6.41,750,1,
1,70000,21.2,660,1,
1,75000,12.02,780,1,
1,74000,17.92,725,1,
1,90000,10.18,700,1,
0,25000,28.04,710,1,
1,81000,11.21,705,0,
1,48000,21.75,715,1,
1,45000,18.24,695,1,
0,69000,18.82,690,0,
0,65000,9.12,750,1,
1,104000,12.81,780,1,
1,42000,17.31,700,1,
0,30996,24.74,740,1,
0,40000,6.78,660,1,
0,66000,17.33,665,0,
0,125000,17.43,720,1,
0,35000,23.1,750,1,
0,14952,3.21,805,1,
1,110000,29.62,665,1,
0,43000,17.11,680,0,
1,210000,4.91,710,1,
0,38484,22.73,685,1,
1,82000,19.61,745,1,
